Route Name,Route Link,Bus Name,Bus Type,Start Time,End Time,Total Duration,Rating,Price,Seats Available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2538,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:15,04:15,04h 00m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2837,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:30,03:30,03h 00m,"4.4
6",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23551,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:45,04:45,04h 00m,"2.9
9",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2536,INDRA(A.C. Seater),01:15,04:30,03h 15m,"3.7
19",INR 340,23 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23537,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:30,05:30,04h 00m,"3.2
8",INR 281,26 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3712,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:45,05:55,04h 10m,3.8,INR 281,31 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24263,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:00,05:00,03h 00m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 98662,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:05,05:50,03h 45m,3.8,INR 281,27 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3714,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:25,07:20,03h 55m,3.8,INR 281,31 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2651,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,07:00,03h 00m,"3.9
81",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2653,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:40,07:40,03h 00m,"3.3
46",INR 281,25 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2855,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",05:00,09:30,04h 30m,"4.1
15",INR 269,35 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2214,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:15,09:15,04h 00m,"4.3
7",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2659,INDRA(A.C. Seater),05:20,08:20,03h 00m,"4.3
110",INR 340,25 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23547,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:45,10:15,04h 30m,"3.7
4",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2889,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:00,09:00,03h 00m,"3.5
83",INR 281,31 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2530,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:15,10:15,04h 00m,"3.5
4",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3328,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,10:30,04h 00m,"3.1
10",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2657,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:40,09:40,03h 00m,"4.1
37",INR 281,33 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3330,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,11:00,04h 00m,3.8,INR 281,31 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23889,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",07:00,10:40,03h 40m,3.8,INR 269,35 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2655,INDRA(A.C. Seater),07:20,10:20,03h 00m,"4.1
97",INR 340,38 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24267,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:45,11:30,03h 45m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2661,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:00,11:00,03h 00m,"3.4
44",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23891,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:00,11:20,03h 20m,3.8,INR 281,32 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3235,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",08:25,12:40,04h 15m,3.8,INR 239,35 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2663,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:40,11:40,03h 00m,"3.6
21",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2578,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:45,13:00,04h 15m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2580,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00,12:30,03h 30m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2767,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00,13:45,04h 45m,"4.5
4",INR 281,33 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2665,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:20,12:20,03h 00m,"4.1
31",INR 281,28 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2407,INDRA(A.C. Seater),09:30,13:00,03h 30m,"4.3
34",INR 340,37 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3097,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:45,14:07,04h 22m,3.8,INR 250,31 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3334,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00,13:01,03h 01m,"3.4
16",INR 281,32 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24283,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:10,13:40,03h 30m,3.8,INR 281,37 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 8308,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",10:15,13:45,03h 30m,"3.1
4",INR 239,35 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27085,METRO LUXURY A/C,10:20,14:30,04h 10m,"4.4
25",INR 383,26 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,15:00,04h 30m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:50,15:00,04h 10m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3322,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:10,15:15,04h 05m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4862,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:15,15:00,03h 45m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3338,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:20,14:21,03h 01m,"3.9
20",INR 281,38 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2835,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,15:50,03h 50m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4985,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:15,15:45,03h 30m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2539,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,16:15,03h 45m,"4.0
6",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27153,METRO LUXURY A/C,12:45,15:50,03h 05m,"4.5
102",INR 383,29 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24277,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,16:30,03h 30m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2540,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:15,17:15,04h 00m,"3.2
6",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2817,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,16:30,03h 00m,"3.6
31",INR 281,31 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4929,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,17:40,04h 10m,3.8,INR 281,33 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2667,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,17:00,03h 00m,"4.1
30",INR 281,23 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3416,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,18:00,04h 00m,"4.2
6",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24265,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:10,17:30,03h 20m,"2.6
7",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23567,INDRA(A.C. Seater),14:20,17:30,03h 10m,"3.5
36",INR 340,32 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2819,INDRA(A.C. Seater),14:30,17:30,03h 00m,"3.1
110",INR 340,35 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23549,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:45,18:45,04h 00m,"1.4
5",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2669,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,18:00,03h 00m,"3.2
45",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2532,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:10,19:15,04h 05m,"2.3
5",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3474,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:20,19:30,04h 10m,"3.7
4",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2689,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,18:30,03h 00m,"3.1
36",INR 281,30 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4909,INDRA(A.C. Seater),15:30,18:40,03h 10m,"3.6
27",INR 340,16 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24279,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:40,19:30,03h 50m,"3.6
4",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27129,METRO LUXURY A/C,16:00,19:05,03h 05m,"4.2
101",INR 383,28 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2524,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:15,20:15,04h 00m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2695,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,19:30,03h 00m,"3.7
51",INR 281,28 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3406,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,20:30,03h 45m,"3.8
7",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2891,INDRA(A.C. Seater),17:00,20:00,03h 00m,"3.6
100",INR 340,32 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2534,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,21:45,04h 30m,"4.3
6",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2815,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,20:30,03h 00m,"3.4
37",INR 281,25 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,21:45,04h 00m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27083,METRO LUXURY A/C,18:00,20:50,02h 50m,"4.1
94",INR 383,20 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3332,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,22:00,04h 00m,"1.8
4",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2857,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",18:15,23:30,05h 15m,3.8,INR 269,35 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2869,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,21:30,03h 00m,"4.0
53",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3324,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,23:30,04h 30m,"3.3
8",INR 281,31 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24275,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:20,22:50,03h 30m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27133,METRO LUXURY A/C,19:40,22:45,03h 05m,"4.2
78",INR 383,28 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27093,METRO LUXURY A/C,20:20,00:10,03h 50m,"3.9
31",INR 383,30 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2217,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,00:00,03h 30m,"3.5
9",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3104,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,01:22,04h 22m,3.8,INR 250,29 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3189,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:20,01:15,03h 55m,3.8,INR 239,35 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,02:00,04h 15m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3326,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,02:00,04h 10m,"2.7
6",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,02:15,04h 15m,3.8,INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3354,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,01:10,03h 10m,"3.8
23",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23887,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:10,02:00,03h 50m,3.8,INR 269,35 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3438,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,01:50,03h 10m,"4.9
15",INR 281,2 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2765,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,03:00,04h 15m,3.8,INR 281,33 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4872,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,03:15,04h 15m,3.8,INR 281,7 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,03:00,04h 00m,"4.3
4",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2851,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,03:50,04h 20m,3.8,INR 281,32 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23539,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:35,03:30,03h 55m,"4.0
22",INR 281,34 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3472,INDRA(A.C. Seater),23:40,03:00,03h 20m,"4.0
40",INR 340,38 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Sai RK Travels,Non A/C Seater / Sleeper (2+1),02:25,05:30,03h 05m,3.4,INR 690,33 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),02:30,05:50,03h 20m,3.3,INR 649,25 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Navayuga Travels,A/C Sleeper (2+1),01:40,05:00,03h 20m,3.5,INR 890,22 Seats available
Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Morning Star Travels,A/C Sleeper (2+1),02:10,05:00,02h 50m,2.6,INR 990,28 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 23892,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:25,04:25,04h 00m,"4.8
5",INR 281,32 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2768,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:00,05:00,04h 00m,"4.6
8",INR 281,27 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2858,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",01:30,05:10,03h 40m,3.7,INR 269,35 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3473,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:30,08:00,04h 30m,"3.8
17",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 23552,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,08:30,04h 30m,"4.8
25",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 23540,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:30,09:00,04h 30m,"3.4
7",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3333,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:45,08:25,03h 40m,"4.5
61",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,09:30,04h 30m,"4.6
11",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 35068,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",05:15,09:00,03h 45m,3.7,INR 269,37 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3401,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30,10:00,04h 30m,"3.0
11",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 27084,METRO LUXURY A/C,05:35,09:30,03h 55m,"4.1
99",INR 383,27 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2582,INDRA(A.C. Seater),06:00,10:00,04h 00m,"4.3
81",INR 340,36 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3337,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:10,09:50,03h 40m,"3.8
48",INR 281,36 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3325,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:20,10:35,04h 15m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 4906,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,11:40,05h 10m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2218,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:40,11:10,04h 30m,"3.7
7",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2537,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:15,11:45,04h 30m,"3.8
6",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 2838,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:30,11:30,04h 00m,"2.6
10",INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 27152,METRO LUXURY A/C,07:30,11:30,04h 00m,"4.6
56",INR 383,22 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 4867,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:45,12:30,04h 45m,3.7,INR 281,34 Seats available
Visakhapatnam to Kakinada,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,APSRTC - 3421,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:00,13:00,05h 00m,3.7,INR 281,14 Seats available
